22, 18, 0
23, 18, 0
24, 18, 0
25, 18, 0
26, 18, 0
17, 19, 0
18, 19, 0
19, 19, 0
20, 19, 0
21, 19, 0
22, 19, 0
23, 19, 0
24, 19, 0
25, 19, 0
26, 19, 0
27, 19, 0
28, 19, 0
17, 20, 0
18, 20, 0
19, 20, 0
20, 20, 0
21, 20, 0
22, 20, 0
23, 20, 0
24, 20, 0
25, 20, 0
26, 20, 0
27, 20, 0
28, 20, 0
29, 20, 0
16, 21, 0
17, 21, 0
18, 21, 0
19, 21, 0
20, 21, 0
21, 21, 0
22, 21, 0
23, 21, 0
24, 21, 0
25, 21, 0
26, 21, 0
27, 21, 0
28, 21, 0
29, 21, 0
30, 21, 0
31, 21, 0
15, 22, 0
16, 22, 0
17, 22, 0
18, 22, 0
19, 22, 0
20, 22, 0
21, 22, 0
22, 22, 0
23, 22, 0
24, 22, 0
25, 22, 0
26, 22, 0
27, 22, 0
28, 22, 0
29, 22, 0
30, 22, 0
31, 22, 0
14, 23, 0
15, 23, 0
16, 23, 0
17, 23, 0
18, 23, 0
19, 23, 0
20, 23, 0
21, 23, 0
22, 23, 0
23, 23, 0
24, 23, 0
25, 23, 0
26, 23, 0
27, 23, 0
28, 23, 0
29, 23, 0
30, 23, 0
31, 23, 0
32, 23, 0
14, 24, 0
15, 24, 0
16, 24, 0
17, 24, 0
18, 24, 0
19, 24, 0
20, 24, 0
21, 24, 0
22, 24, 0
23, 24, 0
24, 24, 0
25, 24, 0
26, 24, 0
27, 24, 0
28, 24, 0
29, 24, 0
30, 24, 0
31, 24, 0
32, 24, 0
13, 25, 0
14, 25, 0
15, 25, 0
16, 25, 0
17, 25, 0
18, 25, 0
19, 25, 0
20, 25, 0
21, 25, 0
22, 25, 0
23, 25, 0
24, 25, 0
25, 25, 0
26, 25, 0
27, 25, 0
28, 25, 0
29, 25, 0
30, 25, 0
31, 25, 0
32, 25, 0
33, 25, 0
13, 26, 0
14, 26, 0
15, 26, 0
16, 26, 0
17, 26, 0
18, 26, 0
19, 26, 0
20, 26, 0
21, 26, 0
22, 26, 0
23, 26, 0
24, 26, 0
25, 26, 0
26, 26, 0
27, 26, 0
28, 26, 0
29, 26, 0
30, 26, 0
31, 26, 0
32, 26, 0
33, 26, 0
13, 27, 0
14, 27, 0
15, 27, 0
16, 27, 0
17, 27, 0
18, 27, 0
19, 27, 0
20, 27, 0
21, 27, 0
22, 27, 0
23, 27, 0
24, 27, 0
25, 27, 0
26, 27, 0
27, 27, 0
28, 27, 0
29, 27, 0
30, 27, 0
31, 27, 0
32, 27, 0
33, 27, 0
13, 28, 0
14, 28, 0
15, 28, 0
16, 28, 0
17, 28, 0
18, 28, 0
19, 28, 0
20, 28, 0
21, 28, 0
22, 28, 0
23, 28, 0
24, 28, 0
25, 28, 0
26, 28, 0
27, 28, 0
28, 28, 0
29, 28, 0
30, 28, 0
31, 28, 0
32, 28, 0
33, 28, 0
34, 28, 0
13, 29, 0
14, 29, 0
15, 29, 0
16, 29, 0
17, 29, 0
18, 29, 0
19, 29, 0
20, 29, 0
21, 29, 0
22, 29, 0
23, 29, 0
24, 29, 0
25, 29, 0
26, 29, 0
27, 29, 0
28, 29, 0
29, 29, 0
30, 29, 0
31, 29, 0
32, 29, 0
33, 29, 0
34, 29, 0
13, 30, 0
14, 30, 0
15, 30, 0
16, 30, 0
17, 30, 0
18, 30, 0
19, 30, 0
20, 30, 0
21, 30, 0
22, 30, 0
23, 30, 0
24, 30, 0
25, 30, 0
26, 30, 0
27, 30, 0
28, 30, 0
29, 30, 0
30, 30, 0
31, 30, 0
32, 30, 0
33, 30, 0
13, 31, 0
14, 31, 0
15, 31, 0
16, 31, 0
17, 31, 0
18, 31, 0
19, 31, 0
20, 31, 0
21, 31, 0
22, 31, 0
23, 31, 0
24, 31, 0
25, 31, 0
26, 31, 0
27, 31, 0
28, 31, 0
29, 31, 0
30, 31, 0
31, 31, 0
32, 31, 0
33, 31, 0
13, 32, 0
14, 32, 0
15, 32, 0
16, 32, 0
17, 32, 0
18, 32, 0
